,DriverNumber,BroadcastName,TeamName,Round_Number,Country,Location,Year,Event_Type,Sprint_Qual_Position,Sprint_Race_Position,Qual_Position,Sector1Time,Sector2Time,Sector3Time,SpeedST,Stint,Race_Position
10,3,D RICCIARDO,McLaren,9,Canada,Montréal,2022,Race,,,9.0,23.231434782608698,26.400542857142856,33.47618571428571,302.3,3.0,11.0
11,31,E OCON,Alpine,9,Canada,Montréal,2022,Race,,,7.0,22.987304347826086,26.475257142857142,33.380585714285715,294.98571428571427,3.0,6.0
12,4,L NORRIS,McLaren,9,Canada,Montréal,2022,Race,,,14.0,23.232695652173913,26.306285714285714,33.604957142857145,305.5857142857143,3.0,15.0
13,44,L HAMILTON,Mercedes,9,Canada,Montréal,2022,Race,,,4.0,22.763797101449274,26.421185714285713,33.424885714285715,296.22857142857146,3.0,3.0
14,47,M SCHUMACHER,Haas F1 Team,9,Canada,Montréal,2022,Race,,,6.0,23.30329411764706,26.661777777777775,32.532333333333334,302.8333333333333,1.0,19.0
15,5,S VETTEL,Aston Martin,9,Canada,Montréal,2022,Race,,,17.0,23.151333333333334,26.367214285714283,33.5798,300.6,3.0,12.0
16,55,C SAINZ,Ferrari,9,Canada,Montréal,2022,Race,,,3.0,22.87444927536232,26.166985714285715,33.49631428571429,296.7857142857143,3.0,2.0
17,6,N LATIFI,Williams,9,Canada,Montréal,2022,Race,,,19.0,23.606927536231883,26.410942857142857,33.28615714285714,302.8,3.0,16.0
18,63,G RUSSELL,Mercedes,9,Canada,Montréal,2022,Race,,,8.0,22.76010144927536,26.294485714285713,33.611085714285714,288.4714285714286,3.0,4.0
19,77,V BOTTAS,Alfa Romeo,9,Canada,Montréal,2022,Race,,,11.0,23.336,26.329085714285714,33.18015714285714,299.9428571428571,2.0,7.0
0,1,M VERSTAPPEN,Red Bull Racing,10,Great Britain,Silverstone,2022,Race,,,2.0,33.06114,40.53901923076923,27.080134615384615,296.5192307692308,5.0,7.0
1,10,P GASLY,AlphaTauri,10,Great Britain,Silverstone,2022,Race,,,11.0,32.82833333333333,40.832884615384614,27.99846153846154,292.03846153846155,3.0,16.0
2,11,S PEREZ,Red Bull Racing,10,Great Britain,Silverstone,2022,Race,,,4.0,32.60452,40.089470588235294,26.638901960784313,297.9807692307692,4.0,2.0
3,14,F ALONSO,Alpine,10,Great Britain,Silverstone,2022,Race,,,7.0,32.107,40.63917307692308,27.42453846153846,285.71153846153845,4.0,5.0
4,16,C LECLERC,Ferrari,10,Great Britain,Silverstone,2022,Race,,,3.0,32.30546,40.63961538461539,27.48878846153846,293.4807692307692,3.0,4.0
5,18,L STROLL,Aston Martin,10,Great Britain,Silverstone,2022,Race,,,20.0,31.77074,40.34749019607843,27.024470588235296,297.53846153846155,4.0,11.0
6,20,K MAGNUSSEN,Haas F1 Team,10,Great Britain,Silverstone,2022,Race,,,17.0,31.90156,40.55346153846154,27.670846153846153,293.75,3.0,10.0
7,22,Y TSUNODA,AlphaTauri,10,Great Britain,Silverstone,2022,Race,,,13.0,32.30684,41.345711538461536,27.458192307692308,294.53846153846155,4.0,14.0
8,23,A ALBON,Williams,10,Great Britain,Silverstone,2022,Race,,,16.0,,,,,1.0,20.0
9,24,G ZHOU,Alfa Romeo,10,Great Britain,Silverstone,2022,Race,,,9.0,,,,,1.0,19.0
10,3,D RICCIARDO,McLaren,10,Great Britain,Silverstone,2022,Race,,,14.0,32.544180000000004,40.6194423076923,27.21223076923077,299.63461538461536,5.0,13.0
11,31,E OCON,Alpine,10,Great Britain,Silverstone,2022,Race,,,15.0,31.559800000000003,39.29316666666667,27.92081081081081,293.43243243243245,3.0,15.0
12,4,L NORRIS,McLaren,10,Great Britain,Silverstone,2022,Race,,,6.0,32.33868,40.79459615384615,27.206115384615387,291.0,4.0,6.0
13,44,L HAMILTON,Mercedes,10,Great Britain,Silverstone,2022,Race,,,5.0,32.5182,40.566250000000004,27.251461538461538,285.1730769230769,4.0,3.0
14,47,M SCHUMACHER,Haas F1 Team,10,Great Britain,Silverstone,2022,Race,,,19.0,32.0686,40.20474509803922,26.82194117647059,296.2307692307692,4.0,8.0
15,5,S VETTEL,Aston Martin,10,Great Britain,Silverstone,2022,Race,,,18.0,32.08042,40.03805882352941,27.042,286.15384615384613,4.0,9.0
16,55,C SAINZ,Ferrari,10,Great Britain,Silverstone,2022,Race,,,1.0,32.67136,40.34411538461538,27.300596153846154,281.61538461538464,4.0,1.0
17,6,N LATIFI,Williams,10,Great Britain,Silverstone,2022,Race,,,10.0,32.272600000000004,40.41886274509804,26.86105882352941,300.4423076923077,4.0,12.0
18,63,G RUSSELL,Mercedes,10,Great Britain,Silverstone,2022,Race,,,8.0,,,,,1.0,18.0
19,77,V BOTTAS,Alfa Romeo,10,Great Britain,Silverstone,2022,Race,,,12.0,31.91144444444444,40.646842105263154,27.252,303.95,2.0,17.0
0,1,M VERSTAPPEN,Red Bull Racing,11,Austria,Spielberg,2022,Sprint,1.0,1.0,1.0,18.370457142857145,31.47361971830986,21.477267605633802,294.28169014084506,4.0,2.0
1,10,P GASLY,AlphaTauri,11,Austria,Spielberg,2022,Sprint,10.0,15.0,10.0,18.45114492753623,32.2254,22.079942857142857,297.4,3.0,15.0
2,11,S PEREZ,Red Bull Racing,11,Austria,Spielberg,2022,Sprint,13.0,5.0,13.0,18.917565217391303,33.361333333333334,23.303791666666665,291.4583333333333,3.0,20.0
3,14,F ALONSO,Alpine,11,Austria,Spielberg,2022,Sprint,8.0,20.0,8.0,18.440289855072464,32.024300000000004,22.06797142857143,296.07142857142856,4.0,10.0
4,16,C LECLERC,Ferrari,11,Austria,Spielberg,2022,Sprint,2.0,2.0,2.0,18.371685714285714,31.43750704225352,21.485070422535212,293.0281690140845,4.0,1.0
5,18,L STROLL,Aston Martin,11,Austria,Spielberg,2022,Sprint,17.0,13.0,17.0,18.374000000000002,32.25835714285714,22.068485714285714,291.42857142857144,3.0,13.0
6,20,K MAGNUSSEN,Haas F1 Team,11,Austria,Spielberg,2022,Sprint,6.0,7.0,6.0,18.414420289855073,32.03935714285714,22.00532857142857,292.1142857142857,3.0,8.0
7,22,Y TSUNODA,AlphaTauri,11,Austria,Spielberg,2022,Sprint,14.0,17.0,14.0,18.38827536231884,32.3063,22.15095714285714,298.87142857142857,3.0,16.0
8,23,A ALBON,Williams,11,Austria,Spielberg,2022,Sprint,11.0,16.0,11.0,18.259753623188406,32.243,22.1207,301.0571428571429,3.0,12.0
9,24,G ZHOU,Alfa Romeo,11,Austria,Spielberg,2022,Sprint,18.0,14.0,18.0,18.430347826086955,32.31994285714286,21.9729,295.3142857142857,3.0,14.0
10,3,D RICCIARDO,McLaren,11,Austria,Spielberg,2022,Sprint,16.0,12.0,16.0,18.434565217391302,32.10088571428571,21.984671428571428,296.54285714285714,3.0,9.0
11,31,E OCON,Alpine,11,Austria,Spielberg,2022,Sprint,5.0,6.0,5.0,18.421400000000002,31.85469014084507,21.96274647887324,289.63380281690144,3.0,5.0
12,4,L NORRIS,McLaren,11,Austria,Spielberg,2022,Sprint,15.0,11.0,15.0,18.46268115942029,32.05775714285714,21.8796,293.35714285714283,3.0,7.0
13,44,L HAMILTON,Mercedes,11,Austria,Spielberg,2022,Sprint,9.0,8.0,9.0,18.317928571428574,31.751225352112677,21.783042253521128,293.5633802816901,3.0,3.0
14,47,M SCHUMACHER,Haas F1 Team,11,Austria,Spielberg,2022,Sprint,7.0,9.0,7.0,18.361666666666665,32.05531428571428,21.946942857142858,295.34285714285716,3.0,6.0
15,5,S VETTEL,Aston Martin,11,Austria,Spielberg,2022,Sprint,20.0,19.0,20.0,18.39914492753623,32.282042857142855,22.115057142857143,296.5857142857143,3.0,17.0
16,55,C SAINZ,Ferrari,11,Austria,Spielberg,2022,Sprint,3.0,3.0,3.0,18.280854545454545,31.39342857142857,21.429750000000002,290.05357142857144,3.0,18.0
17,6,N LATIFI,Williams,11,Austria,Spielberg,2022,Sprint,19.0,18.0,19.0,18.467808510638296,32.46414583333333,22.431208333333334,300.1458333333333,3.0,19.0
18,63,G RUSSELL,Mercedes,11,Austria,Spielberg,2022,Sprint,4.0,4.0,4.0,18.582857142857144,31.78487323943662,21.749408450704227,292.88732394366195,3.0,4.0
19,77,V BOTTAS,Alfa Romeo,11,Austria,Spielberg,2022,Sprint,12.0,10.0,12.0,18.28968115942029,32.12937142857143,22.086314285714284,297.1714285714286,3.0,11.0
0,1,M VERSTAPPEN,Red Bull Racing,12,France,Le Castellet,2022,Race,,,2.0,25.676884615384616,30.551509433962263,45.59509433962264,315.3018867924528,2.0,1.0
1,10,P GASLY,AlphaTauri,12,France,Le Castellet,2022,Race,,,16.0,25.984403846153846,31.232943396226414,45.765433962264154,309.2830188679245,2.0,12.0
2,11,S PEREZ,Red Bull Racing,12,France,Le Castellet,2022,Race,,,3.0,25.826076923076922,30.745962264150943,45.556867924528305,316.58490566037733,2.0,4.0
3,14,F ALONSO,Alpine,12,France,Le Castellet,2022,Race,,,7.0,25.84180769230769,31.120415094339624,45.64222641509434,297.2830188679245,2.0,6.0
4,16,C LECLERC,Ferrari,12,France,Le Castellet,2022,Race,,,1.0,25.0816875,30.142117647058825,43.571176470588235,304.29411764705884,1.0,19.0
5,18,L STROLL,Aston Martin,12,France,Le Castellet,2022,Race,,,17.0,26.02873076923077,31.10033962264151,45.806150943396226,303.49056603773585,2.0,10.0
6,20,K MAGNUSSEN,Haas F1 Team,12,France,Le Castellet,2022,Race,,,10.0,26.140333333333334,31.146405405405403,46.41567567567568,309.7105263157895,3.0,18.0
7,22,Y TSUNODA,AlphaTauri,12,France,Le Castellet,2022,Race,,,8.0,26.788117647058826,32.03622222222222,46.13058823529412,302.1666666666667,2.0,20.0
8,23,A ALBON,Williams,12,France,Le Castellet,2022,Race,,,15.0,25.919461538461537,31.225377358490565,45.8947358490566,301.3207547169811,2.0,13.0
9,24,G ZHOU,Alfa Romeo,12,France,Le Castellet,2022,Race,,,18.0,26.256695652173914,31.159638297872338,46.844489361702124,298.70212765957444,3.0,16.0
10,3,D RICCIARDO,McLaren,12,France,Le Castellet,2022,Race,,,11.0,26.051096153846153,31.075716981132075,45.790603773584905,303.45283018867923,2.0,9.0
11,31,E OCON,Alpine,12,France,Le Castellet,2022,Race,,,12.0,25.936519230769232,31.03543396226415,45.87192452830189,304.79245283018867,2.0,8.0
12,4,L NORRIS,McLaren,12,France,Le Castellet,2022,Race,,,5.0,25.880403846153847,31.05775471698113,45.82211320754717,299.92452830188677,2.0,7.0
13,44,L HAMILTON,Mercedes,12,France,Le Castellet,2022,Race,,,4.0,25.622384615384615,30.948301886792454,45.438188679245286,297.5660377358491,2.0,2.0
14,47,M SCHUMACHER,Haas F1 Team,12,France,Le Castellet,2022,Race,,,19.0,25.970750000000002,31.05145283018868,46.234320754716975,298.3018867924528,3.0,15.0
15,5,S VETTEL,Aston Martin,12,France,Le Castellet,2022,Race,,,14.0,26.067365384615382,30.944037735849058,45.966811320754715,308.9811320754717,2.0,11.0
16,55,C SAINZ,Ferrari,12,France,Le Castellet,2022,Race,,,9.0,25.73290384615385,30.77039622641509,45.758320754716976,309.22641509433964,3.0,5.0
17,6,N LATIFI,Williams,12,France,Le Castellet,2022,Race,,,20.0,26.586025,31.182536585365852,46.952175,307.7073170731707,3.0,17.0
18,63,G RUSSELL,Mercedes,12,France,Le Castellet,2022,Race,,,6.0,25.64675,30.906320754716983,45.53803773584906,307.52830188679246,2.0,3.0
19,77,V BOTTAS,Alfa Romeo,12,France,Le Castellet,2022,Race,,,13.0,26.18815384615385,30.94798113207547,46.046301886792456,300.0566037735849,3.0,14.0
0,1,M VERSTAPPEN,Red Bull Racing,13,Hungary,Budapest,2022,Race,,,10.0,30.787260869565216,30.551042857142857,23.941157142857143,279.8448275862069,3.0,1.0
1,10,P GASLY,AlphaTauri,13,Hungary,Budapest,2022,Race,,,19.0,31.180750000000003,31.290652173913042,24.443101449275364,282.51785714285717,3.0,12.0
2,11,S PEREZ,Red Bull Racing,13,Hungary,Budapest,2022,Race,,,11.0,30.83566666666667,30.71471428571429,23.95527142857143,279.9074074074074,3.0,5.0
3,14,F ALONSO,Alpine,13,Hungary,Budapest,2022,Race,,,6.0,31.176882352941174,31.17330434782609,24.294652173913047,276.56140350877195,2.0,8.0
4,16,C LECLERC,Ferrari,13,Hungary,Budapest,2022,Race,,,3.0,31.180855072463764,30.528214285714284,23.834742857142857,277.26785714285717,4.0,6.0
5,18,L STROLL,Aston Martin,13,Hungary,Budapest,2022,Race,,,14.0,31.242867647058823,31.206130434782608,24.321710144927536,280.98333333333335,3.0,11.0
6,20,K MAGNUSSEN,Haas F1 Team,13,Hungary,Budapest,2022,Race,,,13.0,31.758544117647062,31.292710144927536,24.427057971014495,276.8909090909091,4.0,16.0
7,22,Y TSUNODA,AlphaTauri,13,Hungary,Budapest,2022,Race,,,16.0,31.971373134328356,31.9075,24.668573529411763,277.3636363636364,4.0,19.0
8,23,A ALBON,Williams,13,Hungary,Budapest,2022,Race,,,17.0,31.673838235294117,31.33733333333333,24.455434782608695,279.87931034482756,4.0,17.0
9,24,G ZHOU,Alfa Romeo,13,Hungary,Budapest,2022,Race,,,12.0,31.49795588235294,31.192840579710147,24.338405797101448,278.2931034482759,3.0,13.0
10,3,D RICCIARDO,McLaren,13,Hungary,Budapest,2022,Race,,,9.0,31.45075,31.22463768115942,24.365260869565216,277.0357142857143,3.0,15.0
11,31,E OCON,Alpine,13,Hungary,Budapest,2022,Race,,,5.0,31.183500000000002,31.17460869565218,24.33576811594203,273.6896551724138,2.0,9.0
12,4,L NORRIS,McLaren,13,Hungary,Budapest,2022,Race,,,4.0,31.390014492753625,30.879985714285716,24.155528571428572,272.40677966101697,3.0,7.0
13,44,L HAMILTON,Mercedes,13,Hungary,Budapest,2022,Race,,,7.0,30.94969565217391,30.633371428571426,23.8257,276.5245901639344,3.0,2.0
14,47,M SCHUMACHER,Haas F1 Team,13,Hungary,Budapest,2022,Race,,,15.0,31.440323529411764,31.163942028985506,24.448101449275363,277.4561403508772,3.0,14.0
15,5,S VETTEL,Aston Martin,13,Hungary,Budapest,2022,Race,,,18.0,31.15966176470588,31.17124637681159,24.313231884057974,281.3050847457627,3.0,10.0
16,55,C SAINZ,Ferrari,13,Hungary,Budapest,2022,Race,,,2.0,30.932710144927537,30.619542857142857,23.970457142857143,276.4642857142857,3.0,4.0
17,6,N LATIFI,Williams,13,Hungary,Budapest,2022,Race,,,20.0,31.573014705882354,31.506130434782605,24.54968115942029,282.7068965517241,4.0,18.0
18,63,G RUSSELL,Mercedes,13,Hungary,Budapest,2022,Race,,,1.0,31.031565217391304,30.554742857142855,23.910014285714286,274.6545454545454,3.0,3.0
19,77,V BOTTAS,Alfa Romeo,13,Hungary,Budapest,2022,Race,,,8.0,31.0566875,31.030815384615384,24.280092307692307,276.3181818181818,2.0,20.0
0,1,M VERSTAPPEN,Red Bull Racing,14,Belgium,Spa-Francorchamps,2022,Race,,,1.0,33.45972093023256,51.66338636363636,31.91993181818182,307.13157894736844,3.0,1.0
1,10,P GASLY,AlphaTauri,14,Belgium,Spa-Francorchamps,2022,Race,,,12.0,33.623255813953485,53.303590909090914,32.11238636363636,304.74285714285713,3.0,9.0
2,11,S PEREZ,Red Bull Racing,14,Belgium,Spa-Francorchamps,2022,Race,,,3.0,33.71269767441861,51.711999999999996,32.05509090909091,300.2432432432432,3.0,2.0
3,14,F ALONSO,Alpine,14,Belgium,Spa-Francorchamps,2022,Race,,,6.0,33.8643488372093,52.64772727272727,32.24256818181818,301.72727272727275,3.0,5.0
4,16,C LECLERC,Ferrari,14,Belgium,Spa-Francorchamps,2022,Race,,,4.0,33.93883720930232,52.53927272727273,32.14727272727273,303.7435897435897,4.0,6.0
5,18,L STROLL,Aston Martin,14,Belgium,Spa-Francorchamps,2022,Race,,,14.0,33.563511627906976,53.4915,32.34068181818182,305.57894736842104,3.0,11.0
6,20,K MAGNUSSEN,Haas F1 Team,14,Belgium,Spa-Francorchamps,2022,Race,,,18.0,33.99007142857143,53.202209302325585,32.58972093023256,305.4,3.0,16.0
7,22,Y TSUNODA,AlphaTauri,14,Belgium,Spa-Francorchamps,2022,Race,,,19.0,33.68676744186046,53.642022727272725,32.00706818181818,306.57894736842104,3.0,13.0
8,23,A ALBON,Williams,14,Belgium,Spa-Francorchamps,2022,Race,,,9.0,33.722720930232555,53.409704545454545,32.23522727272727,307.741935483871,3.0,10.0
9,24,G ZHOU,Alfa Romeo,14,Belgium,Spa-Francorchamps,2022,Race,,,13.0,33.481,53.70968181818182,32.21870454545455,306.80555555555554,3.0,14.0
10,3,D RICCIARDO,McLaren,14,Belgium,Spa-Francorchamps,2022,Race,,,11.0,33.73706976744186,53.323499999999996,32.433727272727275,305.43589743589746,3.0,15.0
11,31,E OCON,Alpine,14,Belgium,Spa-Francorchamps,2022,Race,,,5.0,33.63946511627907,52.898272727272726,32.19302272727273,305.7837837837838,3.0,7.0
12,4,L NORRIS,McLaren,14,Belgium,Spa-Francorchamps,2022,Race,,,10.0,33.60246511627907,53.621022727272724,32.16463636363636,308.65625,3.0,12.0
13,44,L HAMILTON,Mercedes,14,Belgium,Spa-Francorchamps,2022,Race,,,7.0,,,,,1.0,20.0
14,47,M SCHUMACHER,Haas F1 Team,14,Belgium,Spa-Francorchamps,2022,Race,,,15.0,34.10597619047619,53.056186046511634,32.627720930232556,298.9189189189189,3.0,17.0
15,5,S VETTEL,Aston Martin,14,Belgium,Spa-Francorchamps,2022,Race,,,16.0,33.66962790697675,52.86931818181818,32.29159090909091,303.61764705882354,3.0,8.0
16,55,C SAINZ,Ferrari,14,Belgium,Spa-Francorchamps,2022,Race,,,2.0,33.93481395348837,51.70309090909091,32.07909090909091,298.54545454545456,3.0,3.0
17,6,N LATIFI,Williams,14,Belgium,Spa-Francorchamps,2022,Race,,,17.0,34.059309523809524,53.42030232558139,32.52327906976744,303.0,4.0,18.0
18,63,G RUSSELL,Mercedes,14,Belgium,Spa-Francorchamps,2022,Race,,,8.0,33.914697674418605,51.63186363636364,32.195977272727276,298.06451612903226,3.0,4.0
19,77,V BOTTAS,Alfa Romeo,14,Belgium,Spa-Francorchamps,2022,Race,,,20.0,,55.363,32.345,266.0,1.0,19.0
0,1,M VERSTAPPEN,Red Bull Racing,15,Netherlands,Zandvoort,2022,Race,,,1.0,28.13,27.867680555555555,24.572583333333334,289.4655172413793,5.0,1.0
1,10,P GASLY,AlphaTauri,15,Netherlands,Zandvoort,2022,Race,,,11.0,28.3179014084507,28.064333333333334,24.506958333333333,292.8703703703704,5.0,11.0
2,11,S PEREZ,Red Bull Racing,15,Netherlands,Zandvoort,2022,Race,,,5.0,28.090661971830986,28.09663888888889,24.603125,291.8709677419355,5.0,5.0
3,14,F ALONSO,Alpine,15,Netherlands,Zandvoort,2022,Race,,,13.0,28.162028169014082,28.13498611111111,24.470861111111113,284.4339622641509,4.0,6.0
4,16,C LECLERC,Ferrari,15,Netherlands,Zandvoort,2022,Race,,,2.0,28.107028169014082,28.10423611111111,24.500194444444443,284.6140350877193,5.0,3.0
5,18,L STROLL,Aston Martin,15,Netherlands,Zandvoort,2022,Race,,,10.0,28.16385915492958,28.17776388888889,24.493000000000002,287.9,5.0,10.0
6,20,K MAGNUSSEN,Haas F1 Team,15,Netherlands,Zandvoort,2022,Race,,,18.0,28.601478873239436,28.15886111111111,24.254291666666667,289.741935483871,5.0,15.0
7,22,Y TSUNODA,AlphaTauri,15,Netherlands,Zandvoort,2022,Race,,,9.0,27.20063414634146,28.130093023255814,24.069488372093023,291.375,3.0,20.0
8,23,A ALBON,Williams,15,Netherlands,Zandvoort,2022,Race,,,15.0,28.343985915492958,28.287319444444442,24.294527777777777,291.95238095238096,5.0,12.0
9,24,G ZHOU,Alfa Romeo,15,Netherlands,Zandvoort,2022,Race,,,14.0,28.502591549295776,28.175583333333336,24.349416666666666,288.46031746031747,5.0,16.0
10,3,D RICCIARDO,McLaren,15,Netherlands,Zandvoort,2022,Race,,,17.0,28.596478873239434,28.072444444444447,24.360097222222223,288.0,6.0,17.0
11,31,E OCON,Alpine,15,Netherlands,Zandvoort,2022,Race,,,12.0,28.155647887323944,28.15713888888889,24.500666666666667,281.98148148148147,4.0,9.0
12,4,L NORRIS,McLaren,15,Netherlands,Zandvoort,2022,Race,,,7.0,28.199014084507045,28.094916666666666,24.50402777777778,282.4179104477612,4.0,7.0
13,44,L HAMILTON,Mercedes,15,Netherlands,Zandvoort,2022,Race,,,4.0,28.109408450704226,28.020888888888887,24.592972222222222,282.3220338983051,4.0,4.0
14,47,M SCHUMACHER,Haas F1 Team,15,Netherlands,Zandvoort,2022,Race,,,8.0,28.440746478873237,28.174722222222222,24.36273611111111,286.8,5.0,13.0
15,5,S VETTEL,Aston Martin,15,Netherlands,Zandvoort,2022,Race,,,19.0,28.316154929577465,28.2075,24.400152777777777,287.2063492063492,5.0,14.0
16,55,C SAINZ,Ferrari,15,Netherlands,Zandvoort,2022,Race,,,3.0,28.245732394366197,28.140763888888888,24.388222222222222,287.33898305084745,4.0,8.0
17,6,N LATIFI,Williams,15,Netherlands,Zandvoort,2022,Race,,,20.0,28.733485714285717,28.679591549295775,24.809154929577467,286.8448275862069,5.0,18.0
18,63,G RUSSELL,Mercedes,15,Netherlands,Zandvoort,2022,Race,,,6.0,27.94838028169014,28.001916666666666,24.62975,282.71875,4.0,2.0
19,77,V BOTTAS,Alfa Romeo,15,Netherlands,Zandvoort,2022,Race,,,16.0,28.078346153846155,27.752056603773582,24.039849056603774,279.8,3.0,19.0
0,1,M VERSTAPPEN,Red Bull Racing,16,Italy,Monza,2022,Race,,,2.0,30.01503846153846,30.891283018867927,30.158377358490565,297.625,3.0,1.0
1,10,P GASLY,AlphaTauri,16,Italy,Monza,2022,Race,,,9.0,29.664442307692305,31.347735849056605,30.16847169811321,312.8510638297872,2.0,8.0
2,11,S PEREZ,Red Bull Racing,16,Italy,Monza,2022,Race,,,4.0,30.126615384615384,31.01132075471698,29.996169811320755,298.46,3.0,6.0
3,14,F ALONSO,Alpine,16,Italy,Monza,2022,Race,,,10.0,28.62203333333333,30.689258064516128,29.381032258064515,319.7931034482759,1.0,19.0
4,16,C LECLERC,Ferrari,16,Italy,Monza,2022,Race,,,1.0,30.21,30.73343396226415,30.194943396226417,296.42105263157896,4.0,2.0
5,18,L STROLL,Aston Martin,16,Italy,Monza,2022,Race,,,18.0,29.09144736842105,30.549897435897435,29.74925641025641,315.69444444444446,2.0,18.0
6,20,K MAGNUSSEN,Haas F1 Team,16,Italy,Monza,2022,Race,,,19.0,30.742686274509804,31.71180769230769,30.421596153846153,293.8979591836735,3.0,16.0
7,22,Y TSUNODA,AlphaTauri,16,Italy,Monza,2022,Race,,,15.0,30.31235294117647,31.660288461538464,30.80123076923077,305.36170212765956,3.0,14.0
8,24,G ZHOU,Alfa Romeo,16,Italy,Monza,2022,Race,,,14.0,29.777076923076923,31.419622641509434,29.98879245283019,309.875,2.0,10.0
9,3,D RICCIARDO,McLaren,16,Italy,Monza,2022,Race,,,8.0,29.040295454545454,30.256288888888886,29.151555555555554,314.63157894736844,2.0,17.0
10,31,E OCON,Alpine,16,Italy,Monza,2022,Race,,,11.0,29.958326923076925,31.29788679245283,29.919547169811324,304.18,2.0,11.0
11,4,L NORRIS,McLaren,16,Italy,Monza,2022,Race,,,7.0,29.959403846153847,31.201584905660376,30.00766037735849,303.67391304347825,3.0,7.0
12,44,L HAMILTON,Mercedes,16,Italy,Monza,2022,Race,,,5.0,29.737519230769234,31.452641509433963,29.87658490566038,298.7959183673469,2.0,5.0
13,45,N DE VRIES,Williams,16,Italy,Monza,2022,Race,,,13.0,29.626346153846153,31.471037735849055,30.079735849056608,314.40425531914894,2.0,9.0
14,47,M SCHUMACHER,Haas F1 Team,16,Italy,Monza,2022,Race,,,20.0,29.963403846153845,31.4018679245283,29.79133962264151,300.96078431372547,2.0,12.0
15,5,S VETTEL,Aston Martin,16,Italy,Monza,2022,Race,,,17.0,28.196555555555555,30.5601,29.6449,319.3333333333333,1.0,20.0
16,55,C SAINZ,Ferrari,16,Italy,Monza,2022,Race,,,3.0,29.878423076923074,31.17422641509434,30.055528301886792,304.0681818181818,3.0,4.0
17,6,N LATIFI,Williams,16,Italy,Monza,2022,Race,,,16.0,30.339882352941178,31.683423076923077,30.807576923076923,305.38775510204084,3.0,15.0
18,63,G RUSSELL,Mercedes,16,Italy,Monza,2022,Race,,,6.0,29.969557692307692,31.22077358490566,29.952716981132074,299.63829787234044,3.0,3.0
19,77,V BOTTAS,Alfa Romeo,16,Italy,Monza,2022,Race,,,12.0,30.19166666666667,31.82319230769231,30.719134615384615,298.7826086956522,2.0,13.0
0,1,M VERSTAPPEN,Red Bull Racing,17,Singapore,Marina Bay,2022,Race,,,8.0,33.351224137931034,48.47615254237288,43.463338983050846,273.3265306122449,3.0,7.0
1,10,P GASLY,AlphaTauri,17,Singapore,Marina Bay,2022,Race,,,7.0,33.21608620689655,48.74147457627118,43.545491525423735,268.40909090909093,2.0,10.0
2,11,S PEREZ,Red Bull Racing,17,Singapore,Marina Bay,2022,Race,,,2.0,33.73496551724138,47.48918644067797,43.080338983050844,261.51785714285717,2.0,1.0
3,14,F ALONSO,Alpine,17,Singapore,Marina Bay,2022,Race,,,5.0,33.41621052631579,49.977850000000004,44.029700000000005,255.14285714285714,1.0,18.0
4,16,C LECLERC,Ferrari,17,Singapore,Marina Bay,2022,Race,,,1.0,33.75222413793103,47.66203389830508,43.00479661016949,250.325,2.0,2.0
5,18,L STROLL,Aston Martin,17,Singapore,Marina Bay,2022,Race,,,12.0,33.01946551724138,48.677169491525426,43.55052542372881,266.57142857142856,2.0,6.0
6,20,K MAGNUSSEN,Haas F1 Team,17,Singapore,Marina Bay,2022,Race,,,9.0,33.92070689655173,48.62638983050847,43.32683050847457,267.0888888888889,3.0,12.0
7,22,Y TSUNODA,AlphaTauri,17,Singapore,Marina Bay,2022,Race,,,10.0,34.3759696969697,51.23197058823529,44.62691176470588,265.44444444444446,2.0,15.0
8,23,A ALBON,Williams,17,Singapore,Marina Bay,2022,Race,,,19.0,33.312374999999996,53.036319999999996,45.11728,263.8421052631579,1.0,17.0
9,24,G ZHOU,Alfa Romeo,17,Singapore,Marina Bay,2022,Race,,,15.0,32.714,51.06283333333334,44.42416666666667,264.6666666666667,1.0,20.0
10,3,D RICCIARDO,McLaren,17,Singapore,Marina Bay,2022,Race,,,17.0,32.855,49.015033898305084,43.30977966101695,267.84615384615387,2.0,5.0
11,31,E OCON,Alpine,17,Singapore,Marina Bay,2022,Race,,,18.0,33.76332,51.77092307692307,44.021307692307694,262.1111111111111,1.0,16.0
12,4,L NORRIS,McLaren,17,Singapore,Marina Bay,2022,Race,,,6.0,33.08943103448276,48.178627118644066,43.42213559322034,267.4807692307692,2.0,4.0
13,44,L HAMILTON,Mercedes,17,Singapore,Marina Bay,2022,Race,,,3.0,33.4995,48.53769491525424,43.35108474576271,263.4888888888889,2.0,9.0
14,47,M SCHUMACHER,Haas F1 Team,17,Singapore,Marina Bay,2022,Race,,,13.0,34.04157894736842,49.50705172413793,44.221431034482755,268.2244897959184,3.0,13.0
15,5,S VETTEL,Aston Martin,17,Singapore,Marina Bay,2022,Race,,,14.0,33.11805172413793,48.66147457627119,43.553677966101695,267.5686274509804,2.0,8.0
16,55,C SAINZ,Ferrari,17,Singapore,Marina Bay,2022,Race,,,4.0,33.460344827586205,47.91432203389831,43.158508474576266,257.0,2.0,3.0
17,6,N LATIFI,Williams,17,Singapore,Marina Bay,2022,Race,,,20.0,36.188833333333335,53.89214285714286,48.08814285714285,266.4,1.0,19.0
